x,y
-3.3447711705743353,-1.5240024083890686
-3.3308910028307683,-1.5312687379772982
-3.3169973516380984,-1.538472813191528
-3.3030904541825263,-1.5456145899557123
-3.289170547935362,-1.5526940249076282
-3.2752378706519103,-1.5597110753995649
-3.2612926603703873,-1.5666656994990464
-3.24733515541082,-1.5735578559895056
-3.233365594373967,-1.5803875043709672
-3.2193842161402526,-1.5871546048607277
-3.2053912598686973,-1.5938591183940054
-3.1913869649958713,-1.6005010066246026
-3.1773715712348514,-1.6070802319255468
-3.1633453185741884,-1.6135967573897203
-3.149308447276884,-1.6200505468304902
-3.135261197879384,-1.6264415647823234
-3.121203811190577,-1.6327697765013895
-3.1071365282908068,-1.6390351479661662
-3.093059590530891,-1.6452376458780065
-3.078973239531161,-1.6513772376617213
-3.064877717180509,-1.6574538914661603
-3.050773265635444,-1.6634675761647448
-3.0366601273191645,-1.669418261356023
-3.022538544920653,-1.6753059173642109
-3.0084087613937682,-1.681130515239708
-2.9942710199563525,-1.6868920267596177
-2.980125564089367,-1.6925904244282404
-2.9659726375360296,-1.6982256814775802
-2.9518124843009717,-1.7037977718678137
-2.9376453486494087,-1.709306670287769
-2.923471475106328,-1.714752352155386
-2.909291108455684,-1.7201347936181506
-2.895104493739629,-1.7254539715535522
-2.880911876257737,-1.730709863569488
-2.866713501566261,-1.735902448004701
-2.852509615477405,-1.7410317039291683
-2.8383004640586043,-1.746097611144489
-2.824086293631833,-1.75110015018427
-2.8098673507729344,-1.7560393023144971
-2.795643882310956,-1.7609150495338792
-2.781416135327516,-1.7657273745741995
-2.767184357156184,-1.7704762609006452
-2.7529487953818887,-1.7751616927121268
-2.738709697840337,-1.7797836549415782
-2.724467312617464,-1.7843421332562672
-2.7102218880488933,-1.7888371140580568
-2.6959736727194357,-1.7932685844836813
-2.681722915462595,-1.7976365324050045
-2.667469865360108,-1.8019409464292586
-2.653214771741504,-1.8061818158992735
-2.6389578841836876,-1.8103591308936957
-2.624699452510552,-1.8144728822271898
-2.61043972679261,-1.8185230614506231
-2.5961789573466585,-1.8225096608512468
-2.5819173947354717,-1.826432673452857
-2.567655289767512,-1.8302920930159448
-2.5533928934966736,-1.8340879140378235
-2.5391304572220603,-1.8378201317527523
-2.5248682324877896,-1.8414887421320487
-2.5106064710828164,-1.8450937418841737
-2.4963454250408055,-1.8486351284548015
-2.4820853466400274,-1.8521129000269034
-2.4678264884032797,-1.8555270555207812
-2.453569103097854,-1.8588775945941036
-2.4393134437355264,-1.862164517641924
-2.4250597635725897,-1.8653878257966918
-2.410808316109916,-1.8685475209282365
-2.396559355093055,-1.8716436056437311
-2.3823131345123763,-1.8746760832876734
-2.368069908603243,-1.8776449579418173
-2.353829931846225,-1.880550234425087
-2.3395934589673524,-1.8833919182935155
-2.325360744938411,-1.8861700158401271
-2.3111320449772785,-1.8888845340948213
-2.2969076145483016,-1.891535480824237
-2.2826877093627154,-1.8941228645315997
-2.2684725853791137,-1.896646694456557
-2.254262498803954,-1.8991069805749967
-2.2400577060921187,-1.9015037335988458
-2.225858463947522,-1.903836964975858
-2.211665029323759,-1.906106686889378
-2.1974776594248118,-1.9083129122580964
-2.183296611705802,-1.9104556547357854
-2.1691221438737975,-1.9125349287110152
-2.154954513888672,-1.9145507493068579
-2.1407939799640174,-1.9165031323805737
-2.126640800568116,-1.9183920945232757
-2.1124952344249626,-1.9202176530595854
-2.098357540515354,-1.921979826047266
-2.0842279780780286,-1.9236786322768402
-2.0701068066108745,-1.925314091271194
-2.055994285872198,-1.9268862232851565
-2.0418906758820508,-1.9283950493050708
-2.0277962369236326,-1.929840591048341
-2.0137112295447515,-1.931222870962965
-1.9996359145593576,-1.9325419122270575
-1.9855705530491456,-1.9337977387483356
-1.9715154063652272,-1.934990375163612
-1.957470736129882,-1.936119846838254
-1.9434368042383758,-1.9371861798656365
-1.929413872860864,-1.9381894010665646
-1.9154022044443666,-1.939129537988696
-1.9014020617148293,-1.940006618905932
-1.8874137076792634,-1.9408206728177995
-1.873437405627971,-1.9415717294488155
-1.8594734191368554,-1.9422598192478326
-1.8455220120698244,-1.9428849733873692
-1.8315834485812788,-1.9434472237629248
-1.8176579931186954,-1.943946602992277
-1.8037459104253033,-1.9443831444147615
-1.789847465542863,-1.9447568820905412
-1.7759629238145365,-1.945067850799851
-1.7620925508878664,-1.9453160860422372
-1.7482366127178526,-1.9455016240357705
-1.7343953755701425,-1.9456245017162557
-1.7205691060243236,-1.9456847567364186
-1.7067580709773358,-1.9456824274650764
-1.6929625376469906,-1.9456175529863011
-1.6791827735756095,-1.9454901730985654
-1.6654190466337853,-1.9453003283138754
-1.651671625024267,-1.9450480598568853
-1.6379407772859649,-1.944733409664005
-1.624226772298087,-1.944356420382501
-1.6105298792844158,-1.943917135369566
-1.5968503678177066,-1.9434155986913928
-1.5831885078242325,-1.942851855122238
-1.5695445695884729,-1.942225950143465
-1.5559188237579424,-1.9415379299425841
-1.5423115413481716,-1.9407878414122819
-1.528722993747843,-1.9399757321494397
-1.5151534527240778,-1.9391016504541507
-1.5016031904278857,-1.9381656453287202
-1.4880724793997802,-1.9371677664766636
-1.4745615925755635,-1.9361080643017041
-1.4610708032922826,-1.9349865899067564
-1.447600385294354,-1.9338033950929159
-1.4341506127398878,-1.9325585323584344
-1.4207217602071818,-1.9312520548977021
-1.407314102701413,-1.9298840166002256
-1.3939279156615183,-1.9284544720496124
-1.3805634749672862,-1.926963476522544
-1.3672210569466479,-1.9254110859877622
-1.3539009383831706,-1.9237973571050586
-1.3406033965237827,-1.9221223472242663
-1.3273287090867087,-1.9203861143842573
-1.3140771542696332,-1.9185887173119565
-1.3008490107580988,-1.9167302154213552
-1.287644557734141,-1.9148106688125484
-1.274464074885173,-1.9128301382707737
-1.2613078424131128,-1.9107886852654772
-1.2481761410437757,-1.908686371949384
-1.2350692520365245,-1.906523261157604
-1.2219874571941947,-1.9042994164067493
-1.2089310388732968,-1.902014901894075
-1.1959002799945007,-1.8996697824966582
-1.182895464053421,-1.8972641237705885
-1.1699168751316902,-1.894797991950208
-1.156964797908351,-1.8922714539473768
-1.1440395176715576,-1.8896845773507793
-1.1311413203306067,-1.887037430425269
-1.1182704924282956,-1.884330082111259
-1.1054273211536303,-1.8815626020241605
-1.0926120943548723,-1.8787350604538773
-1.079825100552962,-1.875847528364341
-1.0670666289552968,-1.8729000773931246
-1.0543369694698979,-1.869892779851103
-1.0416364127199633,-1.866825708722191
-1.0289652500588238,-1.8636989376631492
-1.016323773585307,-1.8605125410034689
-1.003712276159529,-1.857266593745336
-0.991131051419112,-1.8539611715636874
-0.9785803937958556,-1.8505963508063523
-0.9660605985328616,-1.8471722084943014
-0.9535719617021293,-1.843688822321993
-0.9411147802226377,-1.8401462706578338
-0.9286893518789157,-1.8365446325447583
-0.9162959753401314,-1.8328839877009333
-0.9039349501797049,-1.829164416520588
-0.8916065768954542,-1.8253860000749937
-0.8793111569303032,-1.8215488201135808
-0.8670489926935475,-1.8176529590652237
-0.8548203875827193,-1.8136985000396808
-0.8426256460060436,-1.8096855268292171
-0.8304650734055212,-1.8056141239104022
-0.8183389762806413,-1.8014843764461108
-0.806247662212753,-1.7972963702877245
-0.7941914398901055,-1.7930501919775503
-0.7821706191335871,-1.788745928751469
-0.7701855109231684,-1.7843836685418224
-0.7582364274250868,-1.77996349998055
-0.7463236820197748,-1.775485512402605
-0.7344475893305725,-1.7709497958496354
-0.722608465253235,-1.7663564410739754
-0.7108066269862567,-1.7617055395429344
-0.6990423930620474,-1.7569971834434315
-0.687316083378973,-1.7522314656869604
-0.6756280192342968,-1.747408479914923
-0.6639785233580386,-1.7425283205043487
-0.6523679199477823,-1.737591082574011
-0.6407965347044662,-1.7325968619909675
-0.6292646948691738,-1.7275457553775477
-0.6177727292609636,-1.7224378601188057
-0.6063209683157672,-1.7172732743704675
-0.5949097441263869,-1.7120520970673903
-0.5835393904836225,-1.706774427932572
-0.5722102429185734,-1.7014403674867271
-0.5609226387461349,-1.6960500170584634
-0.549676917109738,-1.6906034787950948
-0.5384734190273681,-1.6851008556741076
-0.5273124874388946,-1.6795422515153364
-0.5161944672547665,-1.6739277709938591
-0.5051197054060965,-1.6682575196536764
-0.4940885508961959,-1.6625316039221845
-0.48310135485359673,-1.6567501311255108
-0.4721584705866002,-1.6509132095047343
-0.46126025363941947,-1.6450209482330465
-0.4504070618499411,-1.6390734574339052
-0.4395992554091831,-1.6330708482002128
-0.42883719692247857,-1.627013232614593
-0.4181212514724601,-1.6209007237708066
-0.40745178668388715,-1.614733435796373
-0.3968291727903931,-1.6085114838764516
-0.3862537827031855,-1.602234984279056
-0.37572599208179736,-1.5959040543816598
-0.3652461794069282,-1.5895188126992732
-0.35481472605546005,-1.5830793789140545
-0.3444320163777016,-1.576585873906554
-0.3340984377769576,-1.5700384197886508
-0.3238143807914848,-1.5634371399382838
-0.3135802391789036,-1.5567821590360709
-0.30339641000317774,-1.5500736031038995
-0.293263293724209,-1.5433115995456088
-0.2831812942901706,-1.536496277189851
-0.27315081923264406,-1.5296277663352646
-0.2631722797646688,-1.5227061987980643
-0.2532460908817953,-1.5157317079621777
-0.24337267146624997,-1.5087044288320668
-0.23355244439431216,-1.5016244980883646
-0.2237858366470179,-1.494492054146482
-0.21407327942430135,-1.4873072372183314
-0.20441520826268883,-1.4800701893773436
-0.19481206315668045,-1.4727810546269384
-0.18526428868393324,-1.4654399789726387
-0.17577233413438892,-1.4580471104980175
-0.16633665364347866,-1.4506025994446756
-0.15695770632954625,-1.443106598296484
-0.1476359564356495,-1.4355592618682929
-0.13837187347588026,-1.4279607473993574
-0.1291659323863766,-1.4203112146517376
-0.12001861368118359,-1.4126108260139338
-0.110930403613146,-1.404859746610036
-0.10190179434001148,-1.3970581444146961
-0.09293328409592795,-1.389206190374225
-0.08402537736853512,-1.3813040585341603
-0.07517858508185836,-1.3733519261736507
-0.06639342478520743,-1.3653499739470287
-0.057670420848310394,-1.3572983860329724
-0.04901010466291184,-1.3491973502916648
-0.040413014851068324,-1.3410470584304048
-0.031879697480394445,-1.3328477061781285
-0.023410706286532912,-1.3245994934693368
-0.015006602903100552,-1.3163026246379639
-0.0066679570994016835,-1.307957308621732
0.0016046529737875632,-1.299563759177584
0.009810640530064106,-1.2911221951088248
0.01794940988455511,-1.2826328405046314
0.026020356182032585,-1.2740959249926285
0.03402286511565318,-1.265511684005282
0.041956312635941635,-1.2568803590608943
0.049820064649648256,-1.2482021980600484
0.057613476708064874,-1.2394774555983803
0.06533589368438206,-1.2307063932966338
0.07298664943965906,-1.2218892801489964
0.08056506647692697,-1.2130263928907787
0.08807045558295427,-1.2041180163865772
0.09550211545716146,-1.1951644440401137
0.10285933232715723,-1.1861659782270355
0.11014137955032928,-1.1771229307520297
0.11734751720091095,-1.1680356233317
0.12447699164188739,-1.1589043881047385
0.13152903508110755,-1.149729568171024
0.13850286511090246,-1.1405115181613898
0.14539768423048136,-1.1312506048399003
0.15221267935034152,-1.1219472077406143
0.15894702127787147,-1.1126017198409204
0.16559986418329425,-1.1032145482736815
0.17217034504502046,-1.0937861150805543
0.17865758307345,-1.084316858009029
0.1850606791121687,-1.0748072313558625
0.1913787150154411,-1.0652577068597973
0.19761075300081085,-1.0556687746466125
0.20375583497553656,-1.046040944229785
0.2098129818354914,-1.0363747455702268
0.21578119273506297,-1.026670730198814
0.2216594443264614,-1.016929472405675
0.22744668996671583,-1.0071515705004515
0.23314185889050026,-0.9973376481480476
0.23874385534674475,-0.9874883557846764
0.2442515576968402,-0.977604372119349
0.24966381747198602,-0.9676864057262854
0.2549794583870345,-0.9577351967341167
0.26019727530789866,-0.9477515186181462
0.2653160331692774,-0.9377361801023569
0.2703344658391075,-0.9276900271783283
0.2752512749257562,-0.917613945248729
0.28006512852348686,-0.9075088614035598
0.28477465989122247,-0.8973757468379362
0.2893784660589944,-0.8872156194207764
0.29387510635577624,-0.8770295464244754
0.2982631008515555,-0.866818647426319
0.3025409287055758,-0.856584097393227
0.30670702641153785,-0.8463271299622055
0.3107597859292681,-0.8360490409298462
0.31469755269085814,-0.8257511919651905
0.3185186234674723,-0.8154350145613555
0.32222124408099856,-0.8051020142425335
0.32580360694220073,-0.7947537750442448
0.32926384839420403,-0.7843919642861779
0.33260004583669767,-0.7740183376585162
0.3358102146022473,-0.7636347446444198
0.33889230455131536,-0.753243134303262
0.3418441963468577,-0.7428455614414059
0.34466369736268143,-0.7324441931997846
0.3473485371715788,-0.7220413160902902
0.349896362549602,-0.7116393435161898
0.3523047319211908,-0.7012408238153784
0.35457110915587087,-0.6908484488695029
0.3566928566102676,-0.6804650633268406
0.3586672272887411,-0.6700936744925456
0.3604913559709475,-0.6597374629466002
0.36216224912422595,-0.6493997939578023
0.36367677338146076,-0.6390842297717138
0.36503164231918017,-0.6287945428620193
0.3662234012140791,-0.6185347302487928
0.36724840938577635,-0.6083090290042842
0.36810281964593494,-0.5981219330879843
0.36878255426375695,-0.5879782116789029
0.36928327671885314,-0.5778829292056896
0.36960035833587807,-0.5678414673163726
0.36972883866920986,-0.5578595490815635
0.36966337821431705,-0.5479432657914125
0.3693982016431427,-0.5380991067920404
0.3689270292628455,-0.528333992917846
0.36824299373686853,-0.5186553142207737
0.36733853822224954,-0.5090709728884797
0.36620529087640263,-0.49958943249770604
0.36483390903636004,-0.49021977509192466
0.36321388407314986,-0.4809717680399839
0.3613332946657954,-0.4718559432794283
0.35917849154456066,-0.46288369245710576
0.35673368985549464,-0.4540673827791949
0.35398043494539716,-0.44542050027794894
0.35089689144782554,-0.4369578300291164
0.3474568804012274,-0.4286956871800494
0.34362854814941246,-0.4206522194680291
0.3393724815841722,-0.41284781303326556
0.33463896255815284,-0.40530565222020226
0.32936382948573534,-0.3980525176843034
0.3234619742119192,-0.3911199704555291
0.31681657830967563,-0.38454619742063245
0.309260073682998,-0.378379074771264
0.30053736492684086,-0.3726816963944221
0.2902255211104583,-0.3675435811942319
0.27752299279353076,-0.3631076994783701
0.2604921207053368,-0.35965758085233035
0.2304301300984472,-0.3581307621227101
531519933826238500000,-79738222681275680000
